hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,inpatient_beds_used_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,inpatient_beds_used_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,inpatient_beds_used_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18-19_7_day_sum,previous_day_admission_adult_covid_confirmed_20-29_7_day_sum,previous_day_admission_adult_covid_confirmed_30-39_7_day_sum,previous_day_admission_adult_covid_confirmed_40-49_7_day_sum,previous_day_admission_adult_covid_confirmed_50-59_7_day_sum,previous_day_admission_adult_covid_confirmed_60-69_7_day_sum,previous_day_admission_adult_covid_confirmed_70-79_7_day_sum,previous_day_admission_adult_covid_confirmed_80+_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ED_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18-19_7_day_sum,previous_day_admission_adult_covid_suspected_20-29_7_day_sum,previous_day_admission_adult_covid_suspected_30-39_7_day_sum,previous_day_admission_adult_covid_suspected_40-49_7_day_sum,previous_day_admission_adult_covid_suspected_50-59_7_day_sum,previous_day_admission_adult_covid_suspected_60-69_7_day_sum,previous_day_admission_adult_covid_suspected_70-79_7_day_sum,previous_day_admission_adult_covid_suspected_80+_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ED_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,geocoded_hospital_address,hhs_ids,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_week_personnel_covid_vaccinated_doses_administered_7_day,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_one_7_day,total_personnel_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_patients_covid_vaccinated_doses_all_7_day,is_corrected
391314,2020/07/31,PA,391314,TITUSVILLE HOSPITAL,406 WEST OAK STREET,TITUSVILLE,16354,Critical Access Hospitals,42039,true,25,25,14.2,16.4,14.6,0,0,0,0,0,14.2,-999999,-999999,-999999,-999999,,,,,,125,125,71,82,73,0,0,0,0,0,71,11,11,11,9,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,4,-999999,0,-999999,0,0,0,0,0,0,0,0,109,,POINT (-79.68008 41.633199),[C391314-A],5,5,5,5,,,,,,,false
150046,2020/07/31,IN,150046,TERRE HAUTE REGIONAL HOSPITAL,3901 S SEVENTH ST,TERRE HAUTE,47802,Short Term,18167,true,237.9,171.9,171.9,64.9,60.9,-999999,-999999,-999999,0,0,236.7,18,18,6.3,5.7,0,0,,,,1665,1203,1203,454,426,13,13,13,0,0,1657,126,126,44,40,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,13,0,0,0,0,6,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,346,,POINT (-87.406841 39.419441),[C150046-A],7,7,7,7,,,,,,,false
400133,2020/07/31,PR,400133,HIMA SAN PABLO CUPEY,CARR 844 KM 5 CUPEY BAJO,SAN JUAN,00928,Short Term,72127,true,64.4,64.4,59.3,22.4,22.4,0,0,-999999,0,0,59.3,-999999,-999999,-999999,-999999,0,-999999,,,,451,451,415,157,157,0,0,9,0,0,415,25,25,8,8,0,-999999,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,-999999,6,-999999,-999999,6,0,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,134,,,[C400133-A],7,7,7,7,,,,,,,false
050060,2020/08/07,CA,050060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,93721,Short Term,06019,true,604.7,594.3,594.3,492.4,483.7,143.9,142.1,123,-999999,-999999,604.7,78,77.1,74.6,73.7,25.4,25,,,,4233,4160,4160,3447,3386,1007,995,861,12,12,4233,546,540,522,516,178,175,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,63,0,7,7,13,12,14,8,-999999,0,-999999,,71,0,12,6,10,11,19,9,4,0,-999999,1883,,POINT (-119.782839 36.742712),[C050060-A],7,7,7,7,,,,,,,false
281344,2020/07/31,NE,281344,CHERRY COUNTY HOSPITAL,"P O BOX 410, 510 NORTH GREEN ST",VALENTINE,69201,Critical Access Hospitals,31031,false,21,21,,4.4,,0,0,0,,,21,0,0,0,0,,0,,,,147,147,,31,,0,0,0,,,147,0,0,0,0,,0,,,,7,7,0,7,0,7,7,7,0,0,7,7,7,7,7,0,7,0,0,0,,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,,,,,,[C281344-A],0,7,0,0,,,,,,,false
141310,2020/07/31,IL,141310,OSF SAINT PAUL MEDICAL CENTER,1401 E 12TH STREET,MENDOTA,61342,Critical Access Hospitals,17099,true,25,25,25,8.7,8.7,-999999,-999999,-999999,0,0,25,4,4,0,0,0,0,,,,175,175,175,61,61,6,6,-999999,0,0,175,28,28,0,0,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,-999999,0,0,0,0,0,0,-999999,0,0,0,15,-999999,0,0,0,0,0,0,0,-999999,0,0,102,,POINT (-89.105497 41.555187),[C141310-A],7,7,7,7,,,,,,,false
370190,2020/07/31,OK,370190,"SOUTHWESTERN REGIONAL MEDICAL CENTER, LLC",10109 EAST 79TH STREET,TULSA,74133,Short Term,40143,true,39,,,,,0,0,0,0,0,,4,,-999999,,0,0,,,,78,,,,,0,0,0,0,0,,8,,7,,0,0,,,,2,0,0,0,0,7,7,7,5,5,0,2,0,2,0,5,5,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-95.864211 36.046339),[C370190-A],0,0,0,0,,,,,,,false
330261,2020/08/07,NY,330261,PHELPS HOSPITAL,701 N BROADWAY,SLEEPY HOLLOW,10591,Short Term,36119,true,201,201,159,55.9,55.9,6.9,6.9,4.3,0,0,159,12,12,6.9,6.9,-999999,0,,,,1407,1407,1113,391,391,48,48,30,0,0,1113,84,84,48,48,-999999,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,5,0,0,-999999,-999999,-999999,-999999,0,-999999,0,0,53,-999999,0,-999999,0,0,0,-999999,0,-999999,0,0,53,,POINT (-73.859619 41.107589),[C330261-A],7,7,7,7,,,,,,,false
500079,2020/08/07,WA,500079,MULTICARE GOOD SAMARITAN HOSPITAL,401 15TH AVENUE SE,PUYALLUP,98372,Short Term,53053,true,583,568,300,303.3,303.3,29.1,29.1,21.4,0,0,583,69,69,67.4,67.4,6.9,6.9,,,,4081,3976,2100,2123,2123,204,204,150,0,0,4081,483,483,472,472,48,48,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-122.289564 47.177412),[C500079-A],0,0,0,0,,,,,,,false
290022,2020/08/07,NV,290022,DESERT SPRINGS HOSPITAL,2075 EAST FLAMINGO ROAD,LAS VEGAS,89119,Short Term,32003,true,315,315,315,194,194,61.4,61.4,47.6,0,0,315,34,34,32.9,32.9,19,18.6,,,,2205,2205,2205,1358,1358,430,430,333,0,0,2205,238,238,230,230,133,130,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,8,0,0,0,-999999,-999999,-999999,-999999,-999999,0,0,93,54,0,-999999,-999999,6,14,13,9,10,0,0,788,,POINT (-115.125506 36.114561),[C290022-A],7,7,7,7,,,,,,,false
031317,2020/08/07,AZ,031317,LA PAZ REGIONAL HOSPITAL,1200 WEST MOHAVE ROAD,PARKER,85344,Critical Access Hospitals,04012,false,24,,,,,,,-999999,,,,-999999,,-999999,,,,,,,144,,,,,,,8,,,,18,,12,,,,,,,6,0,0,0,0,0,0,6,0,0,0,6,0,6,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-114.285431 34.135209),[C031317-A],6,0,0,0,,,,,,,false
040002,2020/07/31,AR,040002,JOHNSON REGIONAL MEDICAL CENTER,1100 EAST POPLAR STREET,CLARKSVILLE,72830,Short Term,05071,false,90,,90,37.3,39.7,-999999,-999999,-999999,0,0,75,8,8,-999999,-999999,-999999,-999999,,,,360,,270,149,119,8,8,8,0,0,300,32,32,-999999,-999999,-999999,-999999,,,,4,0,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,4,,,,0,,-999999,-999999,0,0,0,42,,,,,,,,,,,,135,,POINT (-93.445703 35.464382),[C040002-A],4,4,0,0,,,,,,,false
320038,2020/08/07,NM,320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH CARE SERVICES,1901 RED ROCK DRIVE,GALLUP,87301,Short Term,35031,true,72,70,56,25.8,21.2,-999999,-999999,-999999,0,0,66,7.8,7,4,4.7,-999999,0,,,,360,70,112,129,106,17,17,7,0,0,330,39,7,20,14,-999999,0,,,,5,1,2,5,5,5,5,4,5,4,5,5,1,5,3,5,2,0,0,0,7,0,0,0,-999999,4,0,-999999,0,0,0,6,10,0,0,-999999,-999999,-999999,-999999,-999999,0,0,0,140,,POINT (-108.727248 35.50738),[C320038-A],4,1,5,1,,,,,,,false
452096,2020/07/31,TX,452096,LAREDO SPECIALTY HOSPITAL LP,2005 BUSTAMANTE STREET,LAREDO,78041,Long Term,48479,true,48,48,48,30,30,31.4,31.4,31.4,0,0,48,6,6,5,5,0,0,,,,336,336,336,210,210,220,220,220,0,0,336,42,42,35,35,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-99.473035 27.534169),[C452096-A],7,7,7,7,,,,,,,false
381306,2020/08/07,OR,381306,WALLOWA MEMORIAL HOSPITAL,601 MEDICAL PARKWAY,ENTERPRISE,97828,Critical Access Hospitals,41063,false,50,30,15,9.3,9.3,0,0,0,0,0,15,0,0,0,0,0,0,,,,150,90,45,28,28,0,0,0,0,0,45,0,0,0,0,0,0,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,,,,,,,,,0,0,0,0,,,,,,,,,0,0,30,,POINT (-117.28263 45.431754),[C381306-A],3,3,3,3,,,,,,,false
360364,2020/07/31,OH,360364,CLEVELAND CLINIC AVON HOSPITAL,33300 CLEVELAND CLINIC BLVD,AVON,44011,Short Term,39093,true,141.9,141.9,126,78.6,78.6,17.3,17.3,8.9,0,0,126,12,12,5,5,-999999,-999999,,,,993,993,882,550,550,121,121,62,0,0,882,84,84,35,35,7,7,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,8,,,,,,,,,,,,0,,,,,,,,,,,,,,[C360364-A],7,0,7,0,,,,,,,false
373300,2020/08/07,OK,373300,J D MCCARTY CENTER FOR CHILDREN,2002 EAST ROBINSON,NORMAN,73071,Childrens Hospitals,40027,true,20,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,,,,140,0,0,140,0,0,0,0,0,0,140,0,0,0,0,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-97.410016 35.232743),[C373300-A],7,7,7,7,,,,,,,false
281308,2020/08/07,NE,281308,HENDERSON HEALTH CARE SERVICES,1621 FRONT STREET,HENDERSON,68371,Critical Access Hospitals,31185,false,13,13,8,-999999,-999999,0,0,0,0,0,8,0,0,0,0,0,0,,,,52,52,32,12,12,0,0,0,0,0,32,0,0,0,0,0,0,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,POINT (-97.807396 40.782875),[C281308-A],4,4,4,4,,,,,,,false
231332,2020/08/07,MI,231332,BRONSON LAKEVIEW HOSPITAL,408 HAZEN STREET,PAW PAW,49079,Critical Access Hospitals,26159,false,30,30,16,5.1,5.1,0,0,0,0,0,16,0,0,0,0,0,0,,,,210,210,112,36,36,0,0,0,0,0,112,0,0,0,0,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,321,,POINT (-85.898014 42.221044),[C231332-A],7,7,7,7,,,,,,,false
110194,2020/07/31,GA,110194,DONALSONVILLE HOSPITAL INC,102 HOSPITAL CIR,DONALSONVILLE,39845,Short Term,13253,false,65,22.7,,26.9,21.7,5.1,4.9,-999999,-999999,0,27.3,0,,0,,,,,,,455,159,,188,152,36,34,18,-999999,0,191,0,,0,,,,,,,7,7,0,7,7,7,7,7,7,7,7,7,0,7,0,0,0,0,0,0,12,0,0,-999999,-999999,-999999,5,0,0,0,0,14,12,0,0,0,6,-999999,4,0,0,0,-999999,109,,POINT (-84.880123 31.050707),[C110194-A],7,7,7,7,,,,,,,false
522005,2020/08/14,WI,522005,LAKEVIEW SPECIALTY HOSPITAL & REHAB CENTER,1701 SHARP ROAD,WATERFORD,53185,Long Term,55101,true,39,39,39,27,27,-999999,-999999,-999999,0,0,39,4,4,-999999,-999999,0,0,,,,195,195,195,135,135,13,13,10,0,0,195,20,20,-999999,-999999,0,0,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,POINT (-88.169906 42.738682),[C522005-A],5,5,5,5,,,,,,,false
050204,2020/07/31,CA,050204,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,93552,Short Term,06037,true,199,184,159,122.2,122.2,31.5,31.5,25.5,0,0,159,24,24,16,15.6,9.6,9.2,,,,1194,920,795,611,611,189,189,153,0,0,795,144,120,96,78,48,46,,,,6,5,5,5,5,6,6,6,5,5,5,6,5,6,5,5,5,0,0,0,10,,-999999,-999999,-999999,-999999,,,-999999,0,,325,16,-999999,,5,,4,4,-999999,-999999,0,,778,,POINT (-118.14429 34.584256),[C050204-A],5,0,5,0,,,,,,,false
210016,2020/07/31,MD,210016,ADVENTIST HEALTHCARE WHITE OAK MEDICAL CENTER,11890 HEALING WAY,SILVER SPRING,20904,Short Term,24033,true,281,281,247,181.4,181.4,45.7,45.7,28.3,0,0,247,36,36,23.9,23.9,6.7,4.1,,,,1967,1967,1729,1270,1270,320,320,198,0,0,1729,252,252,167,167,47,29,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,17,0,4,-999999,-999999,-999999,-999999,-999999,5,0,0,,99,0,14,9,6,10,14,24,22,0,0,615,,POINT (-76.956948 39.0506),[C210016-A],7,7,7,7,,,,,,,false
360155,2020/07/31,OH,360155,SOUTHWEST GENERAL HEALTH CENTER,18697 BAGLEY ROAD,MIDDLEBURG HEIGHTS,44130,Short Term,39035,true,434,434,194.9,163.3,163.3,24.6,24.6,10.7,0,0,194.9,38,38,20.4,20.4,5.1,-999999,,,,3038,3038,1364,1143,1143,172,172,75,0,0,1364,266,266,143,143,36,19,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,,,,,,,,,,,,6,10,,,,,,5,-999999,-999999,0,,800,,POINT (-81.83291 41.37208),[C360155-A],0,0,2,0,,,,,,,false
250099,2020/07/31,MS,250099,GREENWOOD LEFLORE HOSPITAL,1401 RIVER RD,GREENWOOD,38935,Short Term,28083,true,208,0,56.4,57.3,56.4,10.1,10.1,10.1,0,0,56.4,30,0,5.7,5.7,0,0,,,,1456,0,395,401,395,71,71,71,0,0,395,210,0,40,40,0,0,,,,7,5,7,7,7,7,7,7,7,7,7,7,5,7,7,5,5,0,0,0,14,,0,,0,-999999,8,-999999,,0,0,160,,,,,,,,,,,,473,,POINT (-90.201033 33.51826),[C250099-A],7,2,0,0,,,,,,,false
261303,2020/07/31,MO,261303,COMMUNITY HOSPITAL ASSOCIATION,"26136 US HIGHWAY 59, PO BOX 107",FAIRFAX,64446,Critical Access Hospitals,29005,false,18,17,10.8,6.2,5.8,-999999,-999999,0,-999999,-999999,11.8,0,0,0,0,0,0,,,,108,102,65,37,35,12,-999999,0,10,10,71,0,0,0,0,0,0,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,5,0,0,0,0,-999999,0,-999999,0,0,0,4,-999999,0,0,0,-999999,0,0,-999999,-999999,0,0,60,,POINT (-95.397321 40.348593),[C261303-A],6,6,6,6,,,,,,,false
110010,2020/08/07,GA,110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,30322,Short Term,13089,true,931,,,775,,73.7,,,,,900,141,,137.7,,,,,,,6517,,,5425,,516,,,,,6300,987,,964,,,,,,,7,0,0,7,0,7,0,0,0,0,7,7,0,7,0,0,0,0,0,0,4,,,,,,,,,,,309,11,,,,,,,,,,,868,,POINT (-84.320977 33.791881),"[C110010-C, C110010-A, C110010-B]",1,0,1,0,,,,,,,false
140103,2020/07/31,IL,140103,ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,60621,Short Term,17031,true,196,196,87.1,80.4,80.4,-999999,-999999,-999999,0,0,87.9,10,10,8.9,8.9,-999999,0,,,,1372,1372,610,563,563,21,21,10,0,0,615,70,70,62,62,-999999,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,-999999,,,-999999,,0,,,,0,0,23,23,0,0,0,-999999,13,4,-999999,0,0,0,684,,POINT (-87.633273 41.778114),[C140103-A],7,7,7,7,,,,,,,false
150057,2020/08/07,IN,150057,FRANCISCAN HEALTH MOORESVILLE,1201 HADLEY RD,MOORESVILLE,46158,Short Term,18109,true,102,85,85,22.4,22.4,5.3,5.3,-999999,0,0,85,10,10,-999999,-999999,-999999,-999999,,,,714,595,595,157,157,37,37,9,0,0,595,70,70,21,21,-999999,-999999,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,0,,POINT (-86.356043 39.609324),[C150057-A],1,0,1,0,,,,,,,false
510070,2020/08/14,WV,510070,RALEIGH GENERAL HOSPITAL,1710 HARPER ROAD,BECKLEY,25801,Short Term,54081,true,300,282,244,176,168.6,6.9,6.9,5.6,0,0,250,24,24,23.7,23.7,-999999,-999999,,,,2100,1974,1708,1232,1180,48,48,39,0,0,1750,168,168,166,166,17,17,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,4,0,0,0,0,-999999,-999999,-999999,-999999,0,0,37,45,0,-999999,0,-999999,7,19,8,7,0,-999999,653,,POINT (-81.203108 37.786644),[C510070-A],7,7,7,7,,,,,,,false
230058,2020/07/31,MI,230058,MUNSON HEALTHCARE GRAYLING HOSPITAL,1100 E MICHIGAN AVE,GRAYLING,49738,Short Term,26039,false,35,35,35,21.4,21.4,-999999,-999999,0,0,0,35,6,6,-999999,-999999,-999999,0,,,,245,245,245,150,150,10,10,0,0,0,245,42,42,21,21,-999999,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999999,8,0,0,0,0,0,0,0,0,8,0,55,,POINT (-84.707929 44.667423),[C230058-A],7,7,7,7,,,,,,,false
390146,2020/08/07,PA,390146,WARREN GENERAL HOSPITAL,TWO CRESCENT PARK WEST,WARREN,16365,Short Term,42123,true,108,,,21,32,0,0,,0,,27,6,,5.6,5.6,,,,,,540,,,105,32,0,0,,0,,135,30,,28,28,,,,,,5,0,0,5,1,5,5,0,5,0,5,5,0,5,5,0,0,0,0,0,,,,,,,,,,,,-999999,0,,,,,,,,,0,0,195,,,[C390146-A],0,0,5,5,,,,,,,false
531313,2020/07/31,WY,531313,STAR VALLEY HEALTH,901 ADAMS STREET,AFTON,83110,Critical Access Hospitals,56023,false,-999999,0,22,15,7.9,0,0,0,0,0,54,-999999,-999999,-999999,0,0,0,,,,16,0,154,105,55,0,0,0,0,0,378,14,14,-999999,0,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,91,,POINT (-110.931459 42.717307),[C531313-A],7,7,7,7,,,,,,,false
241312,2020/08/07,MN,241312,COOK HOSPITAL,10 SE FIFTH ST,COOK,55723,Critical Access Hospitals,27137,true,14,14,14,-999999,-999999,-999999,-999999,0,0,0,14,0,0,0,0,0,0,,,,84,84,84,15,15,-999999,-999999,0,0,0,84,0,0,0,0,0,0,,,,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,40,,POINT (-92.680032 47.853467),[C241312-A],6,6,6,6,,,,,,,false
250094,2020/08/07,MS,250094,MERIT HEALTH WESLEY,5001 W HARDY ST,HATTIESBURG,39402,Short Term,28035,true,109,99,89,72.4,69.9,29.9,29.9,29.9,0,0,99,28,18,17.4,14.9,32.7,32.7,,,,763,693,623,507,489,209,209,209,0,0,693,196,126,122,104,229,229,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,17,0,0,-999999,0,-999999,7,-999999,-999999,0,0,140,0,0,0,0,0,0,0,0,0,0,0,599,,POINT (-89.366894 31.323059),[C250094-A],6,4,4,4,,,,,,,false
370083,2020/07/31,OK,370083,PUSHMATAHA COUNTY TOWN OF ANTLERS HOSPITAL,510 EAST MAIN STREET,ANTLERS,74523,Short Term,40127,false,24.6,22.4,22.4,4.2,4,-999999,-999999,-999999,0,0,24,0,0,0,0,0,0,,,,172,112,112,21,20,-999999,-999999,-999999,0,0,120,0,0,0,0,0,0,,,,7,5,5,5,5,6,6,6,5,5,5,6,6,6,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999999,0,0,0,0,0,-999999,0,0,0,0,64,,POINT (-95.614948 34.231775),[C370083-A],5,5,5,5,,,,,,,false
521302,2020/08/14,WI,521302,MAYO CLINIC HEALTH SYSTEM-OAKRIDGE,13025 8TH ST,OSSEO,54758,Critical Access Hospitals,55121,false,34,34,16,11.7,11.7,-999999,-999999,0,0,0,16,0,0,0,0,0,0,,,,238,238,112,82,82,-999999,-999999,0,0,0,112,0,0,0,0,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-999999,-999999,0,0,0,0,0,0,-999999,0,0,0,85,,POINT (-91.213363 44.57821),[C521302-A],7,7,7,7,,,,,,,false
501302,2020/08/14,WA,501302,DAYTON GENERAL HOSPITAL,1012 SOUTH 3RD STREET,DAYTON,99328,Critical Access Hospitals,53013,false,16,16,16,9.3,9.3,0,0,0,0,0,16,0,0,0,0,0,0,,,,112,112,112,65,65,0,0,0,0,0,112,0,0,0,0,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,,POINT (-117.968814 46.312505),[C501302-A],7,7,7,7,,,,,,,false
381301,2020/08/07,OR,381301,PEACEHEALTH COTTAGE GROVE COMMUNITY MEDICAL CENTER,1515 VILLAGE DRIVE,COTTAGE GROVE,97424,Critical Access Hospitals,41039,true,15.6,15.6,15.6,7.1,7.1,0,0,0,0,0,15.6,-999999,-999999,-999999,-999999,0,0,,,,109,109,109,50,50,0,0,0,0,0,109,5,5,-999999,-999999,0,0,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,,,,,,,,,,,0,0,,,,,,,,,,,171,,POINT (-123.038676 43.803837),[C381301-A],1,0,1,0,,,,,,,false
390258,2020/08/07,PA,390258,ST MARY MEDICAL CENTER,LANGHORNE-NEWTOWN RD,LANGHORNE,19047,Short Term,42017,true,253.3,253.3,253.3,253.3,253.3,6.9,6.9,6.3,0,0,253.3,34,28,24,21.3,-999999,-999999,,,,1773,1773,1773,1773,1773,48,48,44,0,0,1773,238,196,168,149,4,4,,,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,-999999,0,0,0,0,-999999,-999999,-999999,0,0,0,5,-999999,0,0,0,0,0,-999999,0,0,0,0,964,,,[C390258-A],6,6,7,3,,,,,,,false
